City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,urangan,-25.3,152.9,66.88,63,0,2.64,AU,1698608529
364,geraldton,-28.7667,114.6,59.41,88,60,13.8,AU,1698608530
365,sirinhaem,-8.5908,-35.1161,77.58,67,100,9.15,BR,1698608530
366,midvagur,62.0511,-7.1939,41.83,70,100,11.5,FO,1698608531
367,fuglafjordur,62.244,-6.814,41.47,71,100,23.31,FO,1698608531
368,necochea,-38.5473,-58.7368,62.02,39,23,21.81,AR,1698608532
369,bandarbeyla,9.4942,50.8122,79.66,80,32,8.77,SO,1698608532
370,namibe,-15.1961,12.1522,68.58,84,16,2.26,AO,1698608532
371,katsuura,35.1333,140.3,59.14,66,0,12.03,JP,1698608533
372,asekeyevo,53.5742,52.7972,36.43,90,100,18.28,RU,1698608534
373,saldanha,-33.0117,17.9442,66.25,49,0,16.15,ZA,1698608534
374,amungan,15.3652,119.9582,78.46,77,31,4.47,PH,1698608534
375,hithadhoo,-0.6,73.0833,80.65,81,99,15.93,MV,1698608535
376,nikolayevsk-on-amure,53.1406,140.73,27.54,91,15,3.06,RU,1698608535
377,tarauaca,-8.1614,-70.7656,80.82,69,100,4.56,BR,1698608536
378,cavelossim,15.1726,73.9419,80.35,78,79,1.25,IN,1698608536
379,eyl,7.9803,49.8164,79.74,78,100,11.41,SO,1698608536
380,salinopolis,-0.6136,-47.3561,83.61,72,58,13.89,BR,1698608537
381,antonio enes,-16.2325,39.9086,78.33,81,0,10.98,MZ,1698608537
382,ovalle,-30.5983,-71.2003,74.17,32,9,15.05,CL,1698608538
383,cannonvale,-20.2833,148.7,70.99,67,17,7.7,AU,1698608538
384,international falls,48.6011,-93.411,28.15,80,95,1.99,US,1698608538
385,timmins,48.4669,-81.3331,35.42,60,100,3.44,CA,1698608514
386,aurillac,44.9167,2.45,58.08,72,0,13.8,FR,1698608539
387,guardo,42.7897,-4.8482,46.65,95,100,9.42,ES,1698608540
388,altai,46.3722,96.2583,33.78,69,86,21.39,MN,1698608540
389,baihar,22.1,80.55,62.06,68,0,2.08,IN,1698608541
390,acapulco de juarez,16.8634,-99.8901,85.05,73,69,9.06,MX,1698608541
391,klimavichy,53.6135,31.9385,32.31,87,94,6.73,BY,1698608542
392,kalmunai,7.4167,81.8167,77.95,82,100,5.21,LK,1698608542
393,fountain inn,34.689,-82.1957,83.34,50,0,14.97,US,1698608542
394,sumbawa besar,-8.5,117.4333,72.45,81,30,3.33,ID,1698608543
395,ust-nera,64.5667,143.2,-0.26,98,61,1.86,RU,1698608381
396,kayenta,36.7278,-110.2546,44.64,22,0,20.33,US,1698608543
397,salalah,17.0151,54.0924,78.89,83,20,4.61,OM,1698608544
398,akrehamn,59.2667,5.1833,48.0,57,75,8.05,NO,1698608544
399,vila franca do campo,37.7167,-25.4333,61.21,99,53,8.63,PT,1698608544
400,klaksvik,62.2266,-6.589,41.92,71,100,25.14,FO,1698608545
401,mili,6.0815,171.735,83.39,78,94,14.54,MH,1698608545
402,akil,20.25,-89.35,95.27,31,1,4.18,MX,1698608545
403,impfondo,1.6381,18.0667,77.76,75,72,1.57,CG,1698608546
404,tsiombe,-25.3,45.4833,73.45,80,0,4.16,MG,1698608546
405,taunggyi,20.7833,97.0333,59.65,96,95,0.92,MM,1698608546
406,east london,-33.0153,27.9116,58.69,63,96,10.6,ZA,1698608547
407,nchelenge,-9.3451,28.734,72.61,74,100,7.47,ZM,1698608547
408,akureyri,65.6835,-18.0878,24.73,93,0,5.75,IS,1698608547
409,joshimath,30.5667,79.5667,53.28,54,1,5.68,IN,1698608548
410,mallow,52.1333,-8.6333,49.23,89,74,2.8,IE,1698608548
411,tbeng meanchey,13.8167,104.9667,73.98,98,100,5.88,KH,1698608548
412,kurchatov,51.6601,35.6521,41.41,81,100,5.01,RU,1698608549
413,san fernando de apure,7.8878,-67.4724,93.24,49,19,3.53,VE,1698608549
414,svetlyy,54.675,20.1347,48.36,82,100,16.33,RU,1698608549
415,merizo village,13.2658,144.6691,82.13,94,8,8.19,GU,1698608550
416,kedougou,12.5579,-12.1743,83.71,63,70,2.75,SN,1698608550
417,acarau,-2.8856,-40.12,82.96,63,23,19.22,BR,1698608267
418,kanniyakumari,8.0833,77.5667,80.46,77,100,7.99,IN,1698608551
419,waspan,14.7419,-83.9717,83.19,78,43,5.61,NI,1698608551
420,wobulenzi,0.7283,32.5122,62.87,98,49,0.49,UG,1698608552
421,huanan,46.2167,130.5167,42.17,51,76,7.0,CN,1698608552
422,guerrero negro,27.9769,-114.0611,75.87,47,0,8.77,MX,1698608553
423,nizhneudinsk,54.9076,99.0276,17.02,58,18,3.04,RU,1698608553
424,huarmey,-10.0681,-78.1522,72.93,75,49,13.09,PE,1698608554
425,sretensk,52.2453,117.7093,17.46,42,8,3.62,RU,1698608554
426,smidovich,48.6,133.8167,33.3,65,28,6.06,RU,1698608554
427,thohoyandou,-22.9456,30.485,54.1,77,100,12.3,ZA,1698608554
428,al khafji,28.4391,48.4913,77.97,48,90,7.02,SA,1698608555
429,laghouat,33.8,2.8651,72.21,24,100,6.8,DZ,1698608555
430,tekari,24.9333,84.8333,69.01,62,0,2.08,IN,1698608555
431,zhanaozen,43.3,52.8,61.39,53,100,11.43,KZ,1698608556
432,alice springs,-23.7,133.8833,60.35,16,46,0.0,AU,1698608367
433,galesong,-5.3166,119.3661,75.22,68,100,3.83,ID,1698608556
434,laguna,38.421,-121.4238,70.14,25,0,8.05,US,1698608557
435,wenling,28.3669,121.36,62.26,84,6,5.99,CN,1698608557
436,bornu yassu,12.2774,12.5552,84.33,18,31,8.7,NG,1698608557
437,lhasa,29.65,91.1,42.58,56,100,4.05,CN,1698608558
438,gaspe,48.8334,-64.4819,44.51,42,20,14.97,CA,1698608558
439,gunjur,13.2019,-16.7339,84.27,74,75,3.44,GM,1698608559
440,hasaki,35.7333,140.8333,52.2,66,0,16.4,JP,1698608559
441,turkmenbasy,40.0222,52.9552,63.37,88,100,4.61,TM,1698608559
442,trinidad,-14.8333,-64.9,91.38,58,40,12.66,BO,1698608560
443,ciudad sabinas hidalgo,26.5,-100.1667,88.88,47,22,6.49,MX,1698608439
444,loukhi,66.0764,33.0381,19.49,95,22,4.0,RU,1698608560
445,colonia,50.9333,6.95,57.88,73,0,1.14,DE,1698608394
446,birjand,32.8663,59.2211,63.07,27,0,13.8,IR,1698608561
447,coaticook,45.1334,-71.7991,38.97,79,100,2.28,CA,1698608561
448,aldinga beach,-35.2793,138.4604,56.19,81,35,15.86,AU,1698608562
449,lipayran,11.0593,123.6342,82.51,77,59,8.81,PH,1698608562
450,dampit,-8.2116,112.7493,68.54,93,100,3.71,ID,1698608563
451,butembo,0.15,29.2833,58.21,96,95,3.0,CD,1698608563
452,paita,-5.0892,-81.1144,73.27,73,100,16.49,PE,1698608564
453,bodo,67.28,14.405,26.78,85,0,14.97,NO,1698608564
454,voi,-3.3945,38.563,75.16,79,77,9.44,KE,1698608565
455,ilhabela,-23.7781,-45.3581,75.33,96,100,7.78,BR,1698608565
456,la'ie,21.6477,-157.9253,84.06,76,3,3.0,US,1698608566
457,farasan,16.7022,42.1183,85.69,64,85,5.91,SA,1698608566
458,pala,9.3642,14.9046,76.37,72,15,4.41,TD,1698608566
459,buka,40.8108,69.1986,66.9,36,49,4.09,UZ,1698608567
460,saynshand,44.8824,110.1163,37.35,36,100,8.99,MN,1698608567
461,bhattarai danda,27.8828,83.9314,64.27,89,0,4.05,NP,1698608568
462,hassi messaoud,31.6804,6.0729,82.26,17,40,3.44,DZ,1698608568
463,wulingyuan,29.3494,110.5441,59.85,93,0,3.06,CN,1698608569
464,mata-utu,-13.2816,-176.1745,82.83,75,33,4.03,WF,1698608569
465,sogne,58.0833,7.8167,38.7,93,100,18.99,NO,1698608569
466,la foa,-21.7108,165.8276,69.84,54,52,6.51,NC,1698608570
467,alegre,-20.7636,-41.5331,85.44,64,100,3.33,BR,1698608570
468,enoch,37.7733,-113.0244,40.48,41,20,16.11,US,1698608570
469,fale old settlement,-9.3852,-171.2468,83.86,69,100,11.43,TK,1698608571
470,stantsiya novyy afon,43.0806,40.8383,65.77,74,96,2.98,GE,1698608571
471,minas de marcona,-15.2119,-75.1103,69.35,58,26,17.11,PE,1698608571
472,bemidji,47.4736,-94.8803,28.06,67,100,17.27,US,1698608571
473,sarkikaraagac,38.0794,31.3664,60.96,58,100,3.24,TR,1698608572
474,dhuusamarreeb,5.535,46.3861,74.53,89,100,10.71,SO,1698608572
475,mbanza kongo,-6.267,14.2401,75.61,80,71,2.21,AO,1698608573
476,lisse,52.26,4.5569,54.01,88,40,21.85,NL,1698608573
477,kiunga,-6.1219,141.2906,73.36,100,100,1.14,PG,1698608574
478,morondava,-20.2833,44.2833,77.18,75,0,13.76,MG,1698608574
479,viedma,-40.8135,-62.9967,67.21,11,100,23.15,AR,1698608427
480,siping,43.1633,124.3686,54.59,74,85,17.6,CN,1698608575
481,manticao,8.4042,124.2867,78.08,85,20,4.61,PH,1698608575
482,san rafael,-34.6177,-68.3301,83.97,8,18,35.34,AR,1698608331
483,vilyuysk,63.7553,121.6247,6.01,97,51,5.01,RU,1698608576
484,weno,7.4515,151.8468,82.35,89,100,8.05,FM,1698608576
485,igarape acu,-1.1289,-47.62,88.63,52,58,10.85,BR,1698608577
486,sarupathar,26.1984,93.8094,67.48,93,70,1.43,IN,1698608577
487,rifle,39.5347,-107.7831,42.39,49,20,11.5,US,1698608374
488,m'sila,35.7058,4.5419,69.44,38,17,11.36,DZ,1698608578
489,isangel,-19.55,169.2667,73.72,65,14,9.86,VU,1698608578
490,nuriootpa,-34.4833,139.0,51.49,92,86,5.55,AU,1698608579
491,le port,-20.9373,55.2919,77.0,93,22,4.21,RE,1698608579
492,kisangani,0.5167,25.2,78.19,69,83,2.57,CD,1698608579
493,borba,-4.3878,-59.5939,104.97,21,59,3.6,BR,1698608580
494,el abiodh sidi cheikh,32.893,0.5484,71.42,24,99,9.46,DZ,1698608580
495,harlingen,26.1906,-97.6961,92.05,51,75,16.11,US,1698608580
496,machico,32.7,-16.7667,72.23,78,40,11.5,PT,1698608581
497,camacupa,-12.0167,17.4833,71.46,51,7,4.61,AO,1698608581
498,novodvinsk,64.4165,40.8122,23.79,81,31,3.62,RU,1698608582
499,ad dawadimi,24.5077,44.3924,76.35,34,98,10.92,SA,1698608582
500,muynoq,43.7683,59.0214,65.05,56,35,8.72,UZ,1698608582
501,margate,51.3813,1.3862,56.89,89,100,24.4,GB,1698608254
502,prado,-17.3411,-39.2208,77.83,74,51,13.87,BR,1698608583
503,magdagachi,53.45,125.8,26.69,81,100,6.6,RU,1698608583
504,chibougamau,49.9168,-74.3659,31.62,55,40,6.91,CA,1698608395
505,rocha,-34.4833,-54.3333,70.74,69,3,8.97,UY,1698608584
506,itoman,26.1247,127.6694,71.62,70,20,6.91,JP,1698608584
507,karratha,-20.7377,116.8463,79.48,72,99,7.85,AU,1698608585
508,chernyshevskiy,63.0128,112.4714,13.17,94,100,5.23,RU,1698608585
509,zaozersk,69.4005,32.4476,17.65,93,100,3.58,RU,1698608585
510,santa cruz,-17.8,-63.1667,89.65,55,75,29.93,BO,1698608387
511,nkhotakota,-12.9274,34.2961,81.37,54,14,5.03,MW,1698608586
512,new plymouth,-39.0667,174.0833,50.31,66,100,10.76,NZ,1698608586
513,ciudad lazaro cardenas,17.9583,-102.2,85.95,68,43,8.81,MX,1698608587
514,mananjary,-21.2167,48.3333,76.64,82,99,9.57,MG,1698608587
515,holualoa,19.6228,-155.9522,80.55,73,40,6.91,US,1698608587
516,barcelos,41.5388,-8.6151,60.85,87,77,11.95,PT,1698608588
517,comodoro rivadavia,-45.8667,-67.5,55.26,30,75,11.5,AR,1698608452
518,yabelo,4.8833,38.0833,60.8,87,96,2.93,ET,1698608589
519,robore,-18.3333,-59.75,102.11,25,95,14.0,BO,1698608589
520,cassilandia,-19.1133,-51.7342,93.16,35,96,8.3,BR,1698608543
521,rikaze,29.25,88.8833,37.38,62,24,2.24,CN,1698608590
522,murzuq,25.9155,13.9184,76.24,19,0,8.19,LY,1698608590
523,lai,9.3952,16.2989,76.96,70,39,1.61,TD,1698608591
524,kourou,5.1552,-52.6478,89.65,72,86,12.15,GF,1698608591
525,temerluh,3.4506,102.4176,74.98,99,98,0.45,MY,1698608592
526,tamanrasset,22.785,5.5228,80.51,12,40,9.22,DZ,1698608592
527,madang,-5.2246,145.7966,75.99,91,100,2.44,PG,1698608592
528,bryne,58.7354,5.6477,47.57,63,0,10.36,NO,1698608593
529,kristiansund,63.1115,7.732,34.45,80,0,5.75,NO,1698608593
530,argo,37.6333,22.7333,65.79,68,4,2.53,GR,1698608593
531,kashiwazaki,37.3667,138.55,54.88,84,97,6.76,JP,1698608594
532,nong bua,15.8646,100.5858,75.09,92,100,4.38,TH,1698608594
533,quepos,9.4236,-84.1652,81.95,77,60,3.83,CR,1698608595
534,poltavka,54.3663,71.7632,27.66,94,100,14.94,RU,1698608595
535,debrecen,47.5333,21.6333,58.77,72,0,10.36,HU,1698608596
536,oriximina,-1.7656,-55.8661,98.96,29,14,9.06,BR,1698608596
537,nicoya,10.1483,-85.452,80.11,84,99,4.09,CR,1698608584
538,altay,47.8667,88.1167,37.06,98,100,4.03,CN,1698608597
539,ciudad madero,22.2667,-97.8333,86.2,66,20,10.76,MX,1698608360
540,elgin,42.0373,-88.2812,44.91,78,100,14.97,US,1698608168
541,badagry,6.4167,2.8833,79.86,83,52,5.28,NG,1698608598
542,guatrache,-37.6678,-63.5302,59.88,43,70,15.23,AR,1698608599
543,shingu,33.7333,135.9833,52.02,83,0,5.97,JP,1698608600
544,jiwani,25.05,61.7417,80.49,72,0,12.68,PK,1698608600
545,fuding,27.3273,120.214,60.12,90,0,3.4,CN,1698608600
546,letterkenny,54.95,-7.7333,53.53,90,100,13.58,IE,1698608601
547,ghadamis,30.1337,9.5007,81.07,17,98,9.8,LY,1698608601
548,makassar,-5.14,119.4221,75.25,78,20,2.3,ID,1698608571
549,apucarana,-23.5508,-51.4608,78.93,95,100,6.15,BR,1698608602
550,ciudad bolivar,8.1222,-63.5497,96.17,39,77,2.86,VE,1698608602
551,agios nikolaos,35.1914,25.7133,73.76,77,100,2.21,GR,1698608603
552,leava,-14.3,-178.1667,81.63,79,37,6.49,WF,1698608603
553,lalmohan,22.3384,90.7419,73.42,69,100,6.69,BD,1698608603
554,xiannu,32.4367,119.5508,61.9,77,0,5.64,CN,1698608604
555,twon-brass,4.3151,6.2418,82.0,80,94,5.28,NG,1698608604
556,tadine,-21.55,167.8833,70.32,59,26,11.27,NC,1698608605
557,benalla,-36.55,145.9833,52.11,81,100,5.17,AU,1698608605
558,tezu,27.9167,96.1667,68.63,58,17,3.91,IN,1698608606
559,paulden,34.8856,-112.4682,64.81,21,0,4.0,US,1698608606
560,peace river,56.2501,-117.286,26.91,86,75,5.75,CA,1698608606
561,callao,-12.0667,-77.15,71.89,73,0,13.8,PE,1698608585
562,walvis bay,-22.9575,14.5053,58.41,85,0,6.4,NA,1698608607
563,pergamino,-33.89,-60.5736,80.19,57,34,9.82,AR,1698608608
564,palu,-0.8917,119.8707,75.04,92,34,3.38,ID,1698608608
565,bei'an,24.5399,109.533,63.68,92,7,2.95,CN,1698608608
566,rabaul,-4.1967,152.1721,77.65,83,85,4.29,PG,1698608609
